Item_Identifier,Item_Weight,Item_MRP,Item_Outlet_Sales
FDU08,,99.7042,3868.9638
FDT56,,58.0246,2143.2102
DRD15,,233.1642,697.0926
FDK26,5.46,185.224,2423.512
DRJ13,12.65,159.2578,2406.867
FDP44,16.5,101.3332,1537.998
FDV40,17.35,73.6038,739.038
FDN28,5.88,101.399,2063.98
FDY13,12.1,74.767,1454.773
NCM17,7.93,42.7086,356.8688
DRE48,8.43,196.8768,3350.3056
FDA57,,39.548,1358.232
NCX18,14.15,197.111,3731.809
DRK13,,197.0084,3372.9428
FDL57,,257.7304,774.9912
FDR27,15.1,131.3942,397.4826
FDB52,17.75,257.2672,3068.0064
FDQ10,12.85,171.6422,3276.4018
FDY60,10.5,143.9128,143.8128
FDH33,,44.1428,1362.2268
FDG56,,60.5536,2143.876
FDS07,12.35,112.2518,1366.2216
FDZ13,7.84,51.335,1198.44
FDO31,6.76,78.396,1757.712
DRD49,9.895,236.8564,4767.128
FDW12,8.315,146.6444,870.8664
FDP57,17.5,103.699,1031.99
FDO21,11.6,223.0404,2025.3636
NCY18,7.285,173.2054,4902.9512
NCR30,20.6,75.0696,149.1392
FDZ20,16.1,255.7356,2543.356
NCK17,11,40.948,479.376
FDX26,17.7,180.6292,3101.2964
FDR24,17.35,90.883,1707.777
FDQ22,,40.9822,864.2084
FDP07,18.2,194.711,4910.275
FDV04,7.825,155.2288,1257.0304
FDL48,19.35,48.5034,243.017
FDE16,8.895,210.3954,5001.4896
NCK42,7.475,217.4192,4314.384
FDJ53,10.5,121.3098,843.5686
FDH58,12.3,115.9834,2073.3012
FDD46,6.035,155.0998,1230.3984
FDW58,20.75,107.1622,1693.7952
NCL07,13.85,41.048,639.168
FDU12,15.5,263.9568,4745.8224
FDO52,11.6,171.0106,3079.9908
FDT16,,258.7278,5466.8838
FDG12,6.635,121.1098,2651.2156
FDX22,6.785,208.9928,2103.928
DRG37,16.2,156.4972,1090.5804
FDI26,5.94,176.4344,2141.2128
FDK34,13.35,236.3564,2145.2076
FDO25,6.3,208.527,419.454
FDV47,17.1,84.4566,591.8962
FDU13,8.355,146.5418,2501.4106
FDN57,18.25,142.0154,850.8924
DRG01,,74.767,2679.845
FDU57,,149.8708,3611.2992
FDF24,,81.9934,3439.5228
FDP39,12.65,51.0324,727.0536
DRJ39,,219.5482,5695.2532
FDN02,16.5,208.2638,4762.4674
FDS24,20.85,87.2514,265.6542
FDW51,6.155,213.756,852.224
NCR29,7.565,57.393,735.709
FDE29,8.905,61.4878,1151.1682
NCX54,9.195,105.8622,2223.1062
FDF02,16.2,101.299,1857.582
NCR53,,223.8404,675.1212
FDV01,,155.1314,155.1314
FDX46,12.3,59.1562,1185.124
DRD25,6.135,111.986,1697.79
FDX57,17.25,95.2068,2721.7904
FDA04,11.3,257.2962,4920.9278
FDB04,,88.6856,351.5424
NCR41,17.85,96.6094,856.8846
FDE24,14.85,142.0812,284.9624
NCM41,16.5,95.212,838.908
DRG13,17.25,162.5526,5920.2936
FDV34,10.695,73.0038,147.8076
FDK24,,46.6744,135.8232
FDX46,12.3,57.5562,651.8182
NCB31,6.235,264.791,2103.928
FDR55,12.15,187.9872,2458.1336
FDY28,7.47,211.8218,6411.654
FDM16,8.155,74.7354,1655.1788
FDJ33,8.895,121.973,2956.152
FDF33,7.97,107.6596,1833.6132
DRH36,16.2,74.0696,894.8352
NCS53,14.5,160.3604,2852.2872
NCN53,,36.3874,105.8622
FDC38,15.7,131.7942,1987.413
FDD36,13.3,119.9124,118.5124
FDF22,6.865,212.6218,2137.218
FDB16,8.21,86.0198,1569.9564
FDR26,20.7,177.6028,531.3084
FDO52,11.6,169.3106,2224.4378
FDF16,,149.0076,295.6152
FDR52,12.65,191.7846,382.1692
FDW38,,54.8298,1348.245
FDK03,12.6,256.1356,4578.0408
FDQ33,13.35,148.8708,3761.77
DRF23,4.61,174.4396,2616.594
FDI15,13.8,263.7884,3709.8376
NCL41,,34.3216,34.6216
FDW40,14,140.7812,142.4812
FDZ12,9.17,144.847,572.588
FDK60,16.5,98.9068,1749.7224
FDX25,16.7,180.9292,2736.438
NCM30,,39.2796,701.7532
FDK14,6.98,82.5934,1310.2944
NCP18,12.15,149.3708,1203.7664
FDH26,19.25,140.1496,1552.6456
DRK23,,251.904,4301.068
FDB60,9.3,194.6136,3110.6176
NCN17,11,101.4358,1608.5728
FDE10,6.67,131.4626,1705.1138
FDR58,6.675,92.9462,1018.0082
FDA33,6.48,147.0076,3103.9596
FDN24,14.1,53.3956,982.7208
DRI13,15.35,216.7508,1736.4064
FDX21,7.05,108.2912,2293.0152
FDQ40,11.1,176.9712,3691.1952
FDX23,6.445,96.4436,378.1744
FDD17,7.5,235.9906,6893.0274
DRH03,17.25,91.612,279.636
FDG60,20.35,233.3616,6093.4016
FDB32,,93.5778,187.7556
DRE12,4.59,111.986,792.302
FDR12,12.6,172.9764,2233.0932
DRH11,5.98,55.3614,497.3526
FDY28,7.47,214.4218,4274.436
FDR26,20.7,177.8028,1239.7196
FDL27,6.17,65.6826,774.9912
FDJ15,11.35,182.4608,7534.1928
FDU49,19.5,86.054,2336.958
DRF51,15.75,36.6506,607.2096
FDN12,15.6,111.5544,223.7088
DRK23,8.395,254.804,7843.124
FDL10,8.395,99.5042,1686.4714
FDX07,19.2,184.595,3844.995
FDO37,8.06,232.3326,2541.3586
NCA41,16.75,190.8162,2886.243
NCQ06,13,254.1014,3315.0182
FDJ48,11.3,245.2118,5681.2714
DRD24,,141.7154,2694.4926
FDW10,21.2,175.037,529.311
FDU51,20.2,175.8028,3896.2616
NCC31,8.02,157.5972,3427.5384
FDY02,,263.991,9467.676
FDU34,18.25,126.2046,1618.5598
FDX21,7.05,108.7912,109.1912
NCH29,5.51,99.7726,978.726
DRL35,15.7,42.577,952.094
DRN37,9.6,166.1158,501.3474
NCN53,5.175,33.6874,70.5748
FDL45,15.6,125.7704,250.3408
FDA37,7.81,122.6046,2365.5874
FDK20,,120.5072,2695.1584
FDA49,19.7,86.4198,87.2198
FDG59,15.85,39.6164,1004.0264
FDV03,,156.2314,2947.4966
FDF16,7.3,148.8076,3103.9596
FDU36,6.15,97.3384,886.8456
FDU35,6.44,98.17,199.74
FDH08,,227.801,459.402
FDF24,15.5,83.1934,1146.5076
DRN36,15.2,96.6752,479.376
FDS59,14.8,109.057,2746.425
DRJ23,18.35,188.1872,4159.9184
DRF25,9,35.919,1171.808
FDL15,17.85,152.6682,1829.6184
NCP43,17.75,180.566,3415.554
FDB28,6.615,199.4426,3361.6242
FDX50,20.1,111.3228,663.1368
FDE41,9.195,83.3566,1437.4622
NCR50,20.2,155.134,2603.278
FDD41,,106.2306,2090.612
DRI11,8.26,113.3834,2073.3012
FDJ28,,190.9162,5772.486
FDP48,7.52,182.995,3844.995
FDY37,17,142.147,2147.205
NCC07,19.6,105.6964,1577.946
FDJ10,5.095,141.8838,1966.7732
FDY37,17,141.247,3292.381
NCL19,15.35,141.147,2719.793
FDI50,8.42,229.0352,5496.8448
FDO39,6.985,184.9608,3858.9768
FDO25,6.3,208.127,2306.997
FDE24,14.85,142.3812,1139.8496
FDW19,12.35,109.557,1757.712
FDT36,12.3,33.9874,564.5984
FDH16,10.5,88.583,808.947
DRM37,15.35,197.2768,3941.536
NCN07,18.5,129.9284,1845.5976
FDK25,11.6,168.2474,2863.6058
FDK41,14.3,83.6224,852.224
DRL60,8.52,153.5682,457.4046
FDR43,18.2,37.819,256.333
FDY15,18.25,155.663,2034.019
FDW08,12.1,108.428,1278.336
DRE15,13.35,75.1012,1366.2216
NCO30,19.5,183.2608,2940.1728
FDO32,,45.506,885.514
FDH05,14.35,232.6984,2316.984
FDH10,,192.4478,8912.3988
FDP58,11.1,218.3482,2847.6266
NCH43,8.42,214.4192,1725.7536
FDZ32,,107.1964,420.7856
FDU12,15.5,262.8568,5800.4496
FDM36,11.65,171.9422,3448.844
NCP50,,81.7618,2175.1686
DRB25,12.3,107.9938,2036.6822
FDU15,13.65,34.7532,683.1108
FDF58,13.3,62.151,63.251
FDX35,,227.9036,455.4072
FDX51,9.5,195.9452,2348.9424
FDB47,8.8,209.1612,2090.612
FDL51,20.7,215.9876,3430.2016
NCM29,11.5,131.8626,2885.5772
FDB29,16.7,113.4176,1488.7288
FDS25,6.885,112.1228,663.1368
FDR36,6.715,41.0454,251.6724
FDQ27,5.19,103.899,2889.572
FDZ22,9.395,83.425,1498.05
FDB02,9.695,176.337,3528.74
FDZ34,6.695,194.082,3861.64
FDL46,20.35,119.5466,353.5398
FDN38,6.615,250.6408,4756.4752
FDK04,7.36,56.5588,801.6232
NCF31,9.13,150.6024,1821.6288
FDV59,13.35,219.2166,1524.0162
FDU13,8.355,146.2418,4414.254
FDV14,19.85,88.7856,1142.5128
FDR09,18.25,258.0962,1035.9848
DRP47,15.75,252.7382,3280.3966
FDC23,18,178.3686,3199.8348
FDU33,7.63,46.9402,780.9834
FDS27,10.195,197.611,2553.343
DRO59,11.8,75.0012,834.9132
FDD48,10.395,114.7176,2748.4224
FDL33,7.235,195.1452,1761.7068
NCK30,14.85,253.0698,2283.0282
NCP42,,195.5478,387.4956
FDP11,15.85,218.2166,4789.7652
FDV52,20.7,117.7466,2828.3184
FDW33,9.395,107.228,2024.032
FDR19,13.5,147.6102,1603.9122
FDW31,,199.5742,3981.484
DRJ51,14.1,232.2668,4146.6024
FDU35,,98.97,3395.58
FDT37,14.15,254.8014,2040.0112
FDK56,9.695,185.3898,3554.7062
FDY24,4.88,53.3298,539.298
FDS02,10.195,194.0794,3901.588
FDP39,,53.7324,311.5944
NCG07,,189.753,189.753
FDP58,,217.6482,219.0482
FDP46,15.35,91.883,2606.607
FDZ34,6.695,192.082,6757.87
FDZ57,10,128.6994,642.497
FDH34,8.63,183.9582,5386.9878
FDF35,15,106.1938,4073.3644
FDR20,20,46.3744,181.0976
FDX56,,207.1638,7247.233
FDR40,9.1,81.1618,2255.7304
NCE30,16,214.0902,1486.7314
DRI37,15.85,57.3904,117.1808
FDW48,,81.3618,1530.6742
NCC18,19.1,173.9422,2414.1908
FDH02,7.27,90.2488,814.9392
NCZ30,6.59,120.7098,2530.7058
FDI45,13.1,173.9054,3677.2134
FDK41,14.3,86.8224,852.224
FDQ07,15.1,221.5456,2873.5928
NCE06,5.825,162.4894,323.5788
FDF11,10.195,239.4538,3605.307
FDU51,20.2,178.5028,4604.6728
NCH06,12.3,248.346,985.384
FDD38,16.75,101.2674,1528.011
FDU07,11.1,150.1366,1813.6392
FDK08,9.195,100.1016,1416.8224
FDW15,,147.3734,3266.4148
FDE21,12.8,117.7492,1274.3412
FDX28,6.325,99.2042,1388.8588
NCR50,,153.534,7503.566
FDL27,6.17,63.4826,774.9912
FDK14,6.98,81.6934,818.934
NCB07,,197.411,5892.33
NCR53,12.15,225.0404,4950.8888
FDB60,9.3,195.8136,3693.8584
FDW48,18,79.3618,805.618
FDR55,12.15,187.5872,4349.0056
FDO22,13.5,79.496,1597.92
FDL48,19.35,49.2034,777.6544
NCZ05,8.485,103.199,722.393
FDO25,6.3,210.527,6291.81
FDF47,20.85,225.3746,3365.619
FDY40,15.5,48.4692,49.2692
FDR25,17,265.7884,3974.826
FDD59,,81.896,1677.816
FDX38,10.5,48.8376,671.1264
FDE26,9.3,143.9786,2745.0934
FDH48,,86.254,519.324
NCK29,5.615,123.473,1231.73
NCF54,18,171.1422,2931.5174
FDI38,13.35,206.9638,7247.233
FDJ07,,115.515,1631.21
FDS55,7.02,148.1734,890.8404
NCX53,20.1,140.4154,567.2616
NCP55,14.65,53.8614,1105.228
FDV04,7.825,157.5288,942.7728
FDV40,17.35,74.1038,960.7494
NCN30,16.35,98.141,1544.656
FDT57,15.2,237.5248,3318.3472
FDI52,18.7,121.4072,3185.1872
FDT57,15.2,238.7248,1659.1736
FDK33,17.85,211.556,5752.512
FDQ39,14.8,190.0846,4586.0304
FDR23,15.85,176.237,2646.555
FDX47,,156.8288,471.3864
DRP35,18.85,126.6336,1150.5024
FDU26,16.7,120.3782,119.1782
FDR39,20.35,182.4292,4925.5884
FDV48,9.195,79.0644,157.1288
NCG18,15.3,101.8332,1025.332
NCD42,16.5,38.7506,759.012
FDP59,20.85,104.5648,207.7296
FDF34,,199.9084,5753.8436
DRD15,10.6,231.9642,2091.2778
FDP03,5.15,121.8388,3219.8088
FDO20,12.85,252.6382,3532.7348
NCY30,20.25,180.0976,3440.8544
DRH37,17.6,163.3526,3453.5046
FDT10,16.7,58.8562,59.2562
FDF35,15,105.9938,428.7752
FDG10,6.63,55.8588,801.6232
FDK03,,254.9356,8138.7392
FDG20,15.5,178.2028,1416.8224
NCL07,,39.548,759.012
DRD49,9.895,237.4564,715.0692
NCG55,16.25,115.2176,3206.4928
FDR19,13.5,147.0102,2770.3938
NCM54,17.7,129.1678,1780.3492
FDZ44,,118.1808,234.3616
FDR28,13.85,161.221,1794.331
FDB51,6.92,61.4852,1314.2892
DRJ59,11.65,40.6164,308.9312
FDZ43,11,242.7512,1938.8096
NCC54,17.75,242.1196,4097.3332
FDQ11,5.695,258.8988,5396.9748
DRH03,17.25,93.512,1491.392
FDX38,10.5,46.7376,47.9376
DRH36,16.2,73.9696,894.8352
NCB06,17.6,161.492,3515.424
FDR33,7.31,108.457,2306.997
FDE47,14.15,124.0046,1618.5598
FDA10,,121.6072,3430.2016
DRI01,7.97,171.8422,2069.3064
NCJ54,9.895,230.6642,4647.284
FDT14,10.695,121.144,1917.504
DRL49,13.15,144.3812,284.9624
NCI18,18.35,224.0746,1346.2476
FDC38,15.7,132.2942,2252.4014
FDS56,5.785,263.9252,6033.4796
FDX19,19.1,233.5958,2336.958
FDU36,,100.1384,2956.152
FDO44,12.6,109.7228,1547.3192
FDG57,14.7,49.5034,291.6204
FDV20,20.2,125.9678,2797.6916
FDE47,14.15,126.3046,2614.5966
FDU32,,120.7414,4386.2904
NCB06,,161.492,6391.68
FDV46,18.2,140.818,3495.45
FDP45,,252.2724,5033.448
FDK03,12.6,254.2356,4578.0408
FDX37,16.2,100.37,998.7
FDX58,13.15,182.595,3478.805
FDQ46,7.51,112.4544,2013.3792
FDL13,13.85,232.23,1398.18
NCT30,9.1,47.4718,472.718
FDP20,19.85,125.602,632.51
FDH40,11.6,83.2276,1543.3244
FDZ25,15.7,169.379,1528.011
FDU27,,46.3376,2109.2544
NCQ42,20.35,127.2678,1017.3424
FDU31,10.5,218.4508,2821.6604
FDC35,7.435,207.7638,621.1914
FDX43,5.655,167.25,2330.3
FDU07,11.1,152.8366,1662.5026
DRD13,15,65.4168,1661.8368
DRK49,14.15,39.3138,527.9794
FDL12,,59.522,299.61
FDZ08,12.5,80.6592,1651.184
FDA10,20.35,122.7072,1470.0864
FDS20,8.85,181.5292,1277.0044
FDA07,7.55,122.4072,857.5504
FDR08,18.7,109.1886,1890.2062
FDM44,,105.099,103.199
FDI22,12.6,210.2612,418.1224
NCM07,9.395,85.5908,1006.6896
FDN46,7.21,103.1332,3281.0624
NCW53,18.35,194.0162,2886.243
FDZ51,11.3,93.3094,3046.7008
FDT04,17.25,40.8822,628.5152
FDZ48,,113.5544,223.7088
FDA08,11.85,164.7526,1315.6208
DRN37,9.6,168.0158,1336.9264
FDD35,12.15,119.144,2157.192
FDZ48,17.75,112.4544,2460.7968
NCN54,20.35,76.2328,463.3968
FDU32,8.785,120.5414,1583.9382
FDK41,,87.2224,3494.1184
FDR44,6.11,131.2968,913.4776
NCK29,,125.173,3572.017
FDT09,15.15,129.9284,2241.0828
FDR11,10.5,159.4578,3048.6982
FDD57,,93.6094,3713.1666
FDT10,16.7,60.9562,355.5372
FDR51,9.035,148.9708,2257.062
NCK17,11,38.448,1198.44
FDY07,11.8,46.3402,275.6412
FDT14,10.695,121.844,2277.036
FDJ21,,146.2102,4228.4958
NCR42,9.105,33.79,199.74
DRG37,16.2,156.7972,3739.1328
FDI24,,175.037,352.874
FDJ22,18.75,193.2504,2684.5056
FDT28,13.3,149.4708,1354.2372
FDH38,6.425,115.8808,1757.712
FDT43,16.35,53.2324,727.0536
FDX04,19.6,48.8376,527.3136
FDV46,18.2,139.818,838.908
FDP10,19,104.9622,1164.4842
NCA53,11.395,47.6034,1312.2918
FDL52,6.635,37.1506,834.9132
FDQ32,17.85,121.9388,3962.8416
FDT37,14.15,256.3014,4845.0266
NCO43,5.5,100.5016,1416.8224
FDI53,8.895,163.0236,1127.8652
FDO19,17.7,50.1034,97.2068
FDG12,,121.3098,120.5098
FDG53,10,140.618,2376.906
FDK36,7.09,47.6034,1458.102
FDR55,12.15,189.5872,3403.5696
FDV16,7.75,34.5558,441.4254
FDS31,,178.4318,2526.0452
NCK06,5.03,122.2756,2059.9852
FDN03,9.8,249.6408,1001.3632
NCT30,,47.1718,141.8154
FDC50,15.85,93.3094,285.6282
FDE11,17.7,183.5924,7033.5112
FDM03,12.65,106.0938,2679.845
NCP05,19.6,150.3024,2580.6408
FDJ41,6.85,261.2594,2878.2534
FDR47,,196.7794,6242.5408
FDK36,7.09,50.4034,340.2238
FDQ23,6.55,103.3332,2050.664
NCK42,,215.9192,7334.4528
NCO06,19.25,35.9558,67.9116
FDV24,5.635,149.905,2546.685
FDK40,7.035,262.091,4207.856
FDT23,7.72,77.5986,1947.465
FDB50,13,77.9986,1168.479
NCF43,8.51,142.147,1717.764
FDU26,,119.0782,1549.3166
FDC10,9.8,121.6098,1566.6274
FDK51,19.85,266.1884,3179.8608
FDV09,12.1,146.6734,296.9468
DRL37,15.5,43.677,562.601
FDQ45,9.5,182.3608,1102.5648
FDO45,,88.5856,1845.5976
FDP27,8.155,190.853,2466.789
NCE07,8.18,143.1154,1843.6002
FDL26,,155.2972,5141.3076
FDL09,19.6,169.2816,1174.4712
NCA17,20.6,148.8392,2684.5056
NCL29,9.695,156.4604,2535.3664
FDS20,8.85,183.9292,2918.8672
NCD19,8.93,53.2614,552.614
FDF05,17.5,261.291,3418.883
FDI44,16.1,78.4328,1467.4232
NCY29,13.65,54.693,679.116
FDC60,5.425,87.0514,88.5514
DRL49,13.15,140.5812,427.4436
FDT39,6.26,152.8366,3778.415
FDE50,19.7,186.4556,5069.4012
FDK25,,169.3474,3874.2902
DRK13,11.8,199.7084,3571.3512
DRD24,13.85,141.0154,1701.7848
FDX60,14.35,80.996,1757.712
FDT40,,128.3678,127.1678
FDJ20,20.7,122.4388,1238.388
FDI58,7.64,91.712,2050.664
FDX04,19.6,47.3376,1150.5024
FDK55,18.5,87.2172,802.9548
NCH06,12.3,247.946,3202.498
NCG54,12.1,170.8106,4619.9862
FDN46,7.21,102.6332,2153.1972
FDS46,17.6,118.2782,715.0692
FDM24,6.135,152.8366,1964.7758
NCC07,19.6,104.5964,1262.3568
DRG51,12.1,164.9526,2302.3364
NCS53,14.5,158.3604,1109.2228
FDC33,8.96,196.4768,2561.9984
FDD14,20.7,183.5266,4426.2384
FDJ52,7.145,159.8578,2246.4092
FDV33,9.6,258.3304,4133.2864
FDY33,14.5,157.4262,3978.155
FDE28,,229.4668,460.7336
FDA57,18.85,41.048,918.804
DRC27,13.8,243.6802,1965.4416
FDA27,20.35,256.3672,1022.6688
FDO57,20.75,159.3578,4492.8184
FDZ44,8.185,115.8808,1523.3504
FDA58,9.395,233.6932,1414.1592
DRB01,7.39,187.753,1518.024
FDX45,16.75,156.963,2816.334
FDY12,9.8,50.0008,506.008
NCZ29,15,127.7362,1761.7068
FDF09,6.215,37.4848,186.424
FDR48,11.65,150.5024,3187.8504
NCH29,5.51,95.8726,2153.1972
FDN08,7.72,117.5466,824.9262
NCN30,16.35,97.441,772.328
FDS12,,125.4362,755.0172
FDN58,13.8,230.9984,4633.968
FDF50,4.905,197.6768,2956.152
NCR54,16.35,198.211,1964.11
FDQ21,21.25,120.8756,3150.5656
FDA13,15.85,39.9506,645.1602
FDY47,8.6,128.931,1428.141
NCF31,9.13,150.2024,1821.6288
FDL44,,162.7894,5500.8396
FDT51,,110.6544,223.7088
NCF31,,153.1024,303.6048
NCK31,10.895,50.6666,666.4658
DRM47,9.3,191.0846,1337.5922
FDL40,17.7,97.741,1158.492
FDT34,9.3,107.1964,420.7856
FDP40,4.555,112.7544,1789.6704
NCJ31,19.2,241.8196,1687.1372
FDT50,,97.8752,2109.2544
FDG21,17.35,150.405,3894.93
FDM03,12.65,108.2938,535.969
FDO11,8,247.4092,6972.2576
FDX26,17.7,181.4292,2918.8672
FDF39,14.85,261.591,2366.919
NCR53,12.15,226.5404,225.0404
FDL57,15.1,257.9304,6458.26
FDO44,12.6,110.0228,3205.1612
NCY41,16.75,34.3532,1042.6428
FDL08,10.8,246.7144,5145.3024
NCV30,20.2,64.851,948.765
FDL45,,126.2704,4255.7936
FDK09,15.2,227.2352,4122.6336
FDQ58,7.315,153.434,459.402
FDA28,16.1,127.0362,1384.1982
FDA02,,143.1786,288.9572
NCC54,17.75,240.4196,4579.3724
FDA55,17.2,225.4088,2460.7968
NCJ43,6.635,173.1396,348.8792
NCB19,,86.3882,85.8882
FDA19,7.52,128.2994,3983.4814
FDD35,12.15,119.844,599.22
FDK08,9.195,100.1016,1113.2176
FDN27,,116.9808,3866.9664
NCC19,,192.982,4633.968
FDL16,12.85,47.306,1071.938
NCL54,,176.9054,4202.5296
FDR33,7.31,108.057,2087.283
FDD52,18.25,108.557,1208.427
FDV33,9.6,259.2304,4649.9472
FDF21,10.3,191.153,1707.777
FDM56,16.7,109.1912,545.956
FDB12,11.15,103.2648,2388.8904
FDI48,11.85,51.2666,410.1328
FDH09,12.6,51.8982,473.3838
FDQ36,7.855,38.3848,932.12
FDY16,18.35,184.8266,3872.9586
NCM43,,164.321,5546.114
FDF59,12.5,124.902,1771.028
NCR38,17.25,253.4724,755.0172
FDY13,12.1,78.067,2220.443
FDC40,16,76.1986,1090.5804
FDT11,5.94,189.4556,1877.556
FDT59,13.65,230.2668,2994.7684
NCU54,8.88,208.427,5452.902
FDG34,11.5,106.7254,542.627
FDQ36,7.855,39.2848,857.5504
DRZ11,8.85,122.0388,1238.388
DRH23,,55.7614,110.5228
FDT55,13.6,157.0946,5522.811
NCV53,8.27,241.288,5512.824
FDQ33,,151.6708,4815.0656
NCJ54,9.895,230.8642,4414.9198
FDY16,,186.2266,1106.5596
NCN07,18.5,129.9284,1054.6272
FDO01,21.1,129.7994,1284.994
FDP32,6.65,126.8678,1780.3492
NCN07,18.5,130.9284,1977.426
DRN47,,180.766,3056.022
NCM18,13,61.1194,2352.9372
FDD40,,193.6162,5195.2374
FDW47,15,122.8414,731.0484
FDI45,13.1,175.6054,1050.6324
FDJ46,11.1,174.0054,2101.2648
FDD38,16.75,100.2674,203.7348
FDS37,7.655,117.2492,2432.8332
FDY60,10.5,145.2128,3739.1328
FDP13,8.1,41.948,199.74
FDM28,15.7,181.366,1977.426
FDY33,14.5,159.7262,5728.5432
NCM54,17.7,125.5678,1398.8458
FDK04,7.36,58.5588,801.6232
NCI42,18.75,207.1954,1667.1632
FDF45,18.2,59.9904,644.4944
FDN56,5.46,144.8786,3323.0078
FDR56,15.5,196.5768,3350.3056
FDX40,12.85,39.3164,540.6296
FDB34,15.25,86.0198,2006.0554
FDY47,8.6,130.531,1298.31
DRB01,7.39,190.953,2466.789
FDR51,9.035,151.4708,2407.5328
FDR48,11.65,152.3024,1518.024
FDZ25,15.7,171.179,1867.569
FDJ04,18,120.3124,2725.7852
NCG07,,190.853,4554.072
FDB52,17.75,257.4672,3835.008
FDH14,17.1,142.0838,2528.7084
NCY17,18.2,43.0086,758.3462
FDX31,20.35,234.4958,1402.1748
FDN12,15.6,112.3544,1006.6896
FDG56,13.3,59.7536,918.804
FDP23,6.71,218.3166,5660.6316
FDC47,15,226.9694,6851.082
FDW25,,86.8224,1448.7808
NCR42,9.105,33.89,99.87
DRO59,11.8,75.4012,986.7156
FDT60,12,124.5388,1733.7432
FDE32,20.7,37.8506,265.6542
FDF21,10.3,191.553,6641.355
FDX04,19.6,46.0376,527.3136
FDC22,6.89,193.482,2510.066
FDD39,16.7,216.385,3678.545
DRC36,13,175.0054,1926.1594
DRE01,10.1,241.7512,5331.7264
FDP37,15.6,130.3994,2826.9868
DRI01,7.97,173.7422,2759.0752
NCE19,,54.5956,218.3824
NCS30,5.945,128.9652,1808.3128
FDX31,20.35,234.4958,3271.7412
FDH47,13.5,96.4068,2527.3768
FDY11,6.71,65.0142,856.8846
FDU23,12.15,166.0184,330.2368
FDO19,17.7,50.5034,1458.102
FDP08,20.5,193.9478,4456.1994
FDX19,19.1,235.1958,4673.916
FDJ28,12.3,191.2162,1924.162
FDE29,8.905,62.0878,302.939
FDC14,14.5,40.0454,209.727
FDV44,8.365,190.7188,1904.188
NCF43,8.51,141.947,2004.058
NCY42,6.38,144.047,3149.234
NCZ06,,253.8698,3297.7074
FDB29,16.7,115.1176,1488.7288
FDL28,10,231.7668,460.7336
FDF57,14.5,168.6448,2897.5616
FDE44,14.65,50.3692,591.2304
FDU33,,45.3402,918.804
FDA08,11.85,163.8526,1808.9786
NCC06,19,127.1336,2812.3392
FDO32,6.36,45.806,1165.15
FDU39,18.85,58.4562,711.0744
NCK18,9.6,165.9184,2972.1312
FDI26,5.94,177.3344,1605.9096
DRE37,13.5,189.9872,1323.6104
NCN26,10.85,117.5808,351.5424
FDS16,15.15,147.376,2197.14
FDE40,15.6,62.4194,804.9522
FDP03,5.15,122.9388,2105.2596
FDA27,20.35,253.9672,3068.0064
FDJ12,8.895,208.8296,5400.9696
FDT03,21.25,181.7608,1102.5648
FDF50,4.905,195.7768,2956.152
FDC51,10.895,124.173,1601.249
NCL55,,254.604,759.012
FDZ23,17.75,185.224,6338.416
FDW24,6.8,50.2034,1166.4816
FDH21,10.395,156.9604,4595.3516
NCQ41,14.8,193.5794,390.1588
FDH48,13.5,84.554,778.986
FDX11,16,183.6634,2544.6876
FDK33,17.85,211.956,4474.176
FDV36,18.7,127.102,3289.052
NCW41,18,159.3604,2059.9852
FDU32,,120.8414,852.8898
FDE36,5.26,162.7868,4258.4568
FDO27,6.175,94.9752,1534.0032
FDW27,5.86,156.6314,3257.7594
FDJ48,,246.9118,5681.2714
FDR11,10.5,161.1578,1765.0358
FDV07,9.5,110.3228,2763.07
FDO50,,93.0804,2940.1728
FDN04,11.8,178.2344,2854.9504
FDZ08,12.5,81.8592,1238.388
FDD05,19.35,119.3098,1928.1568
FDV60,20.2,195.011,2749.754
NCG30,20.2,123.5046,2739.1012
FDX37,,100.57,5093.37
FDW24,6.8,49.6034,972.068
DRM48,,39.1848,559.272
FDF46,,116.7834,4952.8862
NCY54,8.43,170.5422,3621.2862
FDS35,9.3,64.6826,774.9912
FDB04,11.35,88.3856,1318.284
NCK05,20.1,59.3536,918.804
FDT46,11.35,49.0008,101.2016
FDP52,,228.601,7350.432
NCR17,9.8,117.5492,1390.1904
NCN54,20.35,76.3328,1312.9576
FDX12,18.2,241.2196,6507.5292
DRL23,18.35,105.2938,2036.6822
DRN47,12.1,179.866,3595.32
FDM25,10.695,174.0712,2460.7968
FDF52,,184.2292,4560.73
FDU21,11.8,33.1558,543.2928
FDI15,13.8,263.5884,2384.8956
FDJ09,15,46.4744,543.2928
FDW03,5.63,105.1306,3135.918
FDA07,7.55,124.3072,2695.1584
FDU39,18.85,57.3562,1007.3554
FDI60,7.22,61.951,1518.024
FDK33,17.85,211.656,2556.672
FDN01,8.895,177.437,3528.74
FDV38,19.25,54.6956,163.7868
NCV06,11.3,194.2478,2712.4692
FDQ34,10.85,107.8622,1058.622
DRK37,5,189.853,4933.578
NCY53,20,110.2544,1454.1072
FDD53,,43.7454,671.1264
FDV49,10,264.6226,4757.8068
FDY36,,74.338,146.476
FDH34,8.63,185.7582,3529.4058
NCD07,9.1,115.4518,2390.8878
FDB51,6.92,62.5852,438.0964
